ds,yhat
2024-06-26,0.8925785084912501
2024-06-27,0.8959884554565345
2024-06-28,0.891492292407505
2024-06-29,0.876458764198466
2024-06-30,0.860305087189025
2024-07-01,0.8671713267641502
2024-07-02,0.8532799246468602
2024-07-03,0.8285356680752215
2024-07-04,0.8238202146616695
2024-07-05,0.8107945892421436
2024-07-06,0.7870003948147569
2024-07-07,0.7620427374156589
2024-07-08,0.760260214579696
2024-07-09,0.7380797152069578
2024-07-10,0.7056114436435134
2024-07-11,0.6939384086594198
2024-07-12,0.674913923234778
2024-07-13,0.6462579861615179
2024-07-14,0.6177356700790128
2024-07-15,0.6138229829210257
2024-07-16,0.5910580573723755
2024-07-17,0.5596331745491481
2024-07-18,0.5506819401693905
2024-07-19,0.5360752188582995
2024-07-20,0.5135167379440266
2024-07-21,0.4927215053091286
2024-07-22,0.4980825073584326
2024-07-23,0.4860235200161581
2024-07-24,0.4665934971691882
2024-07-25,0.4707567941003491
2024-07-26,0.47019275360043566
2024-07-27,0.462395473068865
2024-07-28,0.4568567915687039
2024-07-29,0.4777378475970991
2024-07-30,0.48122691858854794
2024-07-31,0.4771388813241064
2024-08-01,0.4962104255203823
2024-08-02,0.5099044262895079
2024-08-03,0.5155141782295587
2024-08-04,0.5223504239915
2024-08-05,0.5544164340972532
2024-08-06,0.5677687695163035
2024-08-07,0.5721190030811337
2024-08-08,0.5981304868101114
2024-08-09,0.6172235444900689
2024-08-10,0.6266797852559047
2024-08-11,0.6358284832379075
2024-08-12,0.6687203109288341
2024-08-13,0.6814861062136928
2024-08-14,0.6839360135810763
2024-08-15,0.7068531650575763
2024-08-16,0.7217953703871509
2024-08-17,0.7261956114550245
2024-08-18,0.7295443915439295
2024-08-19,0.7560593358911626
2024-08-20,0.7620398325999924
2024-08-21,0.7574621608568823
2024-08-22,0.7732693729042993
2024-08-23,0.7811694920232352
2024-08-24,0.7787329036969783
2024-08-25,0.7755720601136109
2024-08-26,0.7960089497706864
2024-08-27,0.7964281610316057
2024-08-28,0.7868710100961663
2024-08-29,0.7983250067581673
2024-08-30,0.8025222107070678
2024-08-31,0.7970373302586394
2024-09-01,0.7914686436622053
2024-09-02,0.8101071414856073
2024-09-03,0.8092916542335491
2024-09-04,0.7990053616510342
2024-09-05,0.8101678761051373
2024-09-06,0.8144363673550546
2024-09-07,0.8093064932712359
2024-09-08,0.8042961300385493
2024-09-09,0.8236172169758211
2024-09-10,0.8235334023755274
2024-09-11,0.813958816866372
2024-09-12,0.8257521064362028
2024-09-13,0.8305191434564021
2024-09-14,0.8257151437919451
2024-09-15,0.8208291603824848
2024-09-16,0.8400562590008798
2024-09-17,0.8396550668901942
2024-09-18,0.8295460383714137
2024-09-19,0.8406045996260993
2024-09-20,0.8444626323551174
2024-09-21,0.8386090755424922
2024-09-22,0.8325726748587483
2024-09-23,0.8505922505652682
2024-09-24,0.8489722436302828
