ds,yhat
2024-08-30,0.5617642603209554
2024-08-31,0.5630436767908169
2024-09-01,0.5596352267489235
2024-09-02,0.5826842489717673
2024-09-03,0.5752381591427786
2024-09-04,0.5611552098457111
2024-09-05,0.5573337440545992
2024-09-06,0.5448646707014932
2024-09-07,0.5500333752847053
2024-09-08,0.551486455311611
2024-09-09,0.5802541807175725
2024-09-10,0.5792516977333346
2024-09-11,0.5721906848086716
2024-09-12,0.5758117427500262
2024-09-13,0.5710401768339197
2024-09-14,0.5839913107235883
2024-09-15,0.593140648268529
2024-09-16,0.6293497107497974
2024-09-17,0.6353704982540518
2024-09-18,0.6347602183327041
2024-09-19,0.6441165044009638
2024-09-20,0.6442357289217715
2024-09-21,0.6611205065030703
2024-09-22,0.6731516671293932
2024-09-23,0.7111155006408871
2024-09-24,0.717709204437186
2024-09-25,0.7164561706830355
2024-09-26,0.723941338252654
2024-09-27,0.7209692265098503
2024-09-28,0.7335707667614966
2024-09-29,0.7401742401651759
2024-09-30,0.7716311586452012
2024-10-01,0.7707200620066053
2024-10-02,0.7610599132924398
2024-10-03,0.7593433666722242
2024-10-04,0.7464925759739358
2024-10-05,0.7486637113755308
2024-10-06,0.7444155441064015
2024-10-07,0.7647329849803878
2024-10-08,0.7525285963181849
2024-10-09,0.7315538018064185
2024-10-10,0.7186301063970294
2024-10-11,0.6948030268339018
2024-10-12,0.6863449269733359
2024-10-13,0.6719221382825973
2024-10-14,0.6826172656311366
2024-10-15,0.6614297060487836
2024-10-16,0.6321861071602316
2024-10-17,0.6117710739842819
2024-10-18,0.581280816201904
2024-10-19,0.5670259171290979
2024-10-20,0.5476985881066838
2024-10-21,0.5543952887754114
2024-10-22,0.5301177190892274
2024-10-23,0.4986838865889839
2024-10-24,0.4769595338564902
2024-10-25,0.44601259464713783
2024-10-26,0.43211683717409055
2024-10-27,0.41392003692539453
2024-10-28,0.42246754008030707
2024-10-29,0.40070420628444053
2024-10-30,0.37238641978683207
2024-10-31,0.3543144420564637
2024-11-01,0.327487765313681
2024-11-02,0.31810961904009305
2024-11-03,0.30475596789291093
2024-11-04,0.3183998603105278
2024-11-05,0.30191411660189826
2024-11-06,0.27898404695561335
2024-11-07,0.26634047486352663
2024-11-08,0.24491572825275215
2024-11-09,0.24084875326054678
2024-11-10,0.23265469153002574
2024-11-11,0.25124978194721465
2024-11-12,0.23945457610183066
2024-11-13,0.22090715698776348
2024-11-14,0.21229663395124343
2024-11-15,0.19451957203610565
2024-11-16,0.19368550489428357
2024-11-17,0.18828686486493526
2024-11-18,0.20922418257765418
2024-11-19,0.19930953581074878
2024-11-20,0.18217992696074664
2024-11-21,0.17453085180384217
2024-11-22,0.1572727076908196
2024-11-23,0.15653618116972734
2024-11-24,0.15084194081115546
2024-11-25,0.17112548162520033
2024-11-26,0.1602400971521202
2024-11-27,0.1418696576756981
2024-11-28,0.13276145940455963
