ds,yhat
2024-07-17,0.5597324549098825
2024-07-18,0.5507902737312429
2024-07-19,0.5361899785657263
2024-07-20,0.5136361646682842
2024-07-21,0.49284374097598627
2024-07-22,0.49778675736925526
2024-07-23,0.48614259483085
2024-07-24,0.4667094938759062
2024-07-25,0.47086881701149164
2024-07-26,0.47029801310661523
2024-07-27,0.4624924731402932
2024-07-28,0.45694435564527003
2024-07-29,0.4773962603801598
2024-07-30,0.48129043422103845
2024-07-31,0.4771913598080665
2024-08-01,0.49625299781044035
2024-08-02,0.5099365290250083
2024-08-03,0.5155366705040936
2024-08-04,0.5223645381265358
2024-08-05,0.5540048403048251
2024-08-06,0.5677680073818313
2024-08-07,0.5721150441555842
2024-08-08,0.5981263311090352
2024-08-09,0.6172201940654083
2024-08-10,0.6266793092168116
2024-08-11,0.6358329278757271
2024-08-12,0.668312736176342
2024-08-13,0.6815030023274773
2024-08-14,0.6839628628748936
2024-08-15,0.7068920515846819
2024-08-16,0.7218459803944745
2024-08-17,0.7262583382074852
2024-08-18,0.7296192969833685
2024-08-19,0.7557272487918522
2024-08-20,0.7621348352112342
2024-08-21,0.7575672266897786
2024-08-22,0.7733840561842441
2024-08-23,0.7812910091223094
2024-08-24,0.7788593175817142
2024-08-25,0.7757013177358189
2024-08-26,0.7957200496324259
2024-08-27,0.7965537006669527
2024-08-28,0.7869928741338106
2024-08-29,0.7984420944124759
2024-08-30,0.8026315417118661
2024-08-31,0.7971372393966324
2024-09-01,0.7915578133833707
2024-09-02,0.8097657498764105
2024-09-03,0.8093538885780855
2024-09-04,0.7990550592023078
2024-09-05,0.810206192297641
2024-09-06,0.8144628122459394
2024-09-07,0.8093220484731128
2024-09-08,0.804302198021243
2024-09-09,0.823196682584397
2024-09-10,0.8235230595134997
2024-09-11,0.8139449247086981
2024-09-12,0.8257379781027121
2024-09-13,0.8305061105005496
2024-09-14,0.8257056111222173
2024-09-15,0.8208255055590278
2024-09-16,0.8396418574636303
2024-09-17,0.839666697363141
2024-09-18,0.8295694336454773
2024-09-19,0.8406420460005343
2024-09-20,0.8445139609369371
2024-09-21,0.8386747593607896
2024-09-22,0.8326527845860864
2024-09-23,0.8502675487926268
2024-09-24,0.8490766699160186
2024-09-25,0.8377952642888311
2024-09-26,0.8477591650171943
2024-09-27,0.8506379326537306
2024-09-28,0.8439558702568144
2024-09-29,0.8372691665722645
2024-09-30,0.8544171123217439
2024-10-01,0.8529681587692901
2024-10-02,0.8416387702342749
2024-10-03,0.8517564553390974
2024-10-04,0.8549729464758754
2024-10-05,0.8487857306637369
2024-10-06,0.8427160351869141
2024-10-07,0.8605611819913186
2024-10-08,0.8598420394428405
2024-10-09,0.849223474374465
2024-10-10,0.8599791339361262
2024-10-11,0.8637064667519423
2024-10-12,0.857850123843764
2024-10-13,0.851881779302279
2024-10-14,0.869554222634933
2024-10-15,0.8683503926984312
