fecha,UI,abierto/cerrado
2013-10-26,-2011.12875,1
2013-10-27,-6101.885,1
2013-10-28,5.521750000000001,1
2013-10-29,31.92,1
2013-10-30,-1813.76,1
2013-10-31,-3438.8149999999996,1
2013-11-01,-2795.215,1
2013-11-02,159.61249999999998,1
2013-11-03,-1749.9299999999998,1
2013-11-04,-501.55749999999995,1
2013-11-05,-670.3675000000001,1
2013-11-06,-2759.15,1
2013-11-07,-980.135,1
2013-11-08,-1111.0025,1
2013-11-09,122.5575,1
2013-11-10,18.76745,1
2013-11-11,905.345,1
2013-11-12,3058.3900000000003,1
2013-11-13,3844.05,1
2013-11-14,2114.5,1
2013-11-15,2156.7799999999997,1
2013-11-16,2688.525,1
2013-11-17,1040.14425,1
2013-11-18,1269.455,1
2013-11-19,334.96785,1
2013-11-20,-55.21375,1
2013-11-21,43.94425,1
2013-11-22,335.996,1
2013-11-23,872.99,1
2013-11-24,1692.2150000000001,1
2013-11-25,2383.7975,1
2013-11-26,1377.4750000000001,1
2013-11-27,426.535,1
2013-11-28,263.25225,1
2013-11-29,950.4350000000001,1
2013-11-30,1637.9125,1
2013-12-01,36.685,1
2013-12-02,-249.70485,1
2013-12-03,-40.31675,1
2013-12-04,531.3925,1
2013-12-05,219.35875000000001,1
2013-12-06,-156.7355,1
2013-12-07,-537.91325,1
2013-12-08,-1200.035,1
2013-12-09,-3449.4,1
2013-12-10,-2965.9,1
2013-12-11,-5264.924999999999,1
2013-12-12,-2102.575,1
2013-12-13,505.1825,1
2013-12-14,-1360.075,1
2013-12-15,-3771.075,1
2013-12-16,-3669.4700000000003,1
2013-12-17,-4453.015325,1
2013-12-18,-2647.2949999999996,1
2013-12-19,271.89687499999997,1
2013-12-20,-4518.2925,1
2013-12-21,-3719.7625,1
2013-12-22,-3839.3999999999996,1
2013-12-23,-14703.825,1
2013-12-24,-3025.3,1
2013-12-25,-1125.1625,1
2013-12-26,-7831.8,1
2013-12-27,-1323.825,1
2013-12-28,-472.685,1
2013-12-29,-9085.975,1
2013-12-30,-4552.8075,1
2013-12-31,-7260.325,1
