,fecha,abierto/cerrado,ao
1693,2018-09-05,0,0.0
1694,2018-09-06,0,0.0
1695,2018-09-07,0,0.0
1696,2018-09-08,0,0.0
1697,2018-09-09,0,0.0
1698,2018-09-10,0,0.0
1699,2018-09-11,0,0.0
1700,2018-09-12,0,0.0
1701,2018-09-13,0,0.0
1702,2018-09-14,0,0.0
1703,2018-09-15,0,0.0
1704,2018-09-16,0,0.0
1705,2018-09-17,0,0.0
1706,2018-09-18,0,0.0
1707,2018-09-19,0,0.0
1708,2018-09-20,0,0.0
1709,2018-09-21,0,0.0
1710,2018-09-22,0,0.0
1711,2018-09-23,0,0.0
1712,2018-09-24,0,0.0
1713,2018-09-25,0,0.0
1714,2018-09-26,0,0.0
1715,2018-09-27,0,0.0
1716,2018-09-28,0,0.0
1717,2018-09-29,0,0.0
1718,2018-09-30,0,0.0
1719,2018-10-01,0,0.0
1720,2018-10-02,0,55.0
1721,2018-10-03,0,55.0
1722,2018-10-04,0,55.0
1723,2018-10-05,0,55.0
1724,2018-10-06,0,55.0
1725,2018-10-07,0,55.0
1726,2018-10-08,0,55.0
1727,2018-10-09,0,52.4
1728,2018-10-10,0,52.4
1729,2018-10-11,0,112.8
1730,2018-10-12,0,112.8
1731,2018-10-13,0,112.8
1732,2018-10-14,0,112.8
1733,2018-10-15,0,66.1
1734,2018-10-16,0,66.1
1735,2018-10-17,0,66.1
1736,2018-10-18,0,66.1
1737,2018-10-19,0,70.9
1738,2018-10-20,0,70.9
1739,2018-10-21,0,70.9
1740,2018-10-22,0,70.9
1741,2018-10-23,0,51.7
1742,2018-10-24,0,51.7
1743,2018-10-25,0,51.7
1744,2018-10-26,0,51.7
1745,2018-10-27,0,51.7
1746,2018-10-28,0,51.7
1747,2018-10-29,0,51.7
1748,2018-10-30,0,83.3
1749,2018-10-31,0,83.3
1750,2018-11-01,0,83.3
1751,2018-11-02,0,111.7
1752,2018-11-03,0,111.7
1753,2018-11-04,0,111.7
1754,2018-11-05,0,76.0
1755,2018-11-06,0,76.0
1756,2018-11-07,0,76.0
1757,2018-11-08,0,76.0
1758,2018-11-09,0,76.0
1759,2018-11-10,0,76.0
1760,2018-11-11,0,76.0
1761,2018-11-12,0,76.0
1762,2018-11-13,0,78.3
1763,2018-11-14,0,78.3
1764,2018-11-15,0,78.3
1765,2018-11-16,0,72.7
1766,2018-11-17,0,72.7
1767,2018-11-18,0,72.7
1768,2018-11-19,0,68.8
1769,2018-11-20,0,68.8
1770,2018-11-21,0,68.8
1771,2018-11-22,0,68.8
1772,2018-11-23,0,68.8
1773,2018-11-24,0,68.8
1774,2018-11-25,0,68.8
1775,2018-11-26,0,68.8
1776,2018-11-27,0,68.8
1777,2018-11-28,0,68.8
1778,2018-11-29,0,68.8
1779,2018-11-30,0,52.5
1780,2018-12-01,0,52.5
1781,2018-12-02,0,52.5
1782,2018-12-03,0,64.2
1783,2018-12-04,0,64.2
1784,2018-12-05,0,64.2
1785,2018-12-06,0,64.2
1786,2018-12-07,0,49.4
1787,2018-12-08,0,49.4
1788,2018-12-09,0,49.4
1789,2018-12-10,0,0.0
1790,2018-12-11,0,0.0
1791,2018-12-12,0,0.0
1792,2018-12-13,0,0.0
1793,2018-12-14,0,0.0
1794,2018-12-15,0,0.0
1795,2018-12-16,0,0.0
1796,2018-12-17,0,0.0
1797,2018-12-18,0,0.0
1798,2018-12-19,0,0.0
1799,2018-12-20,0,0.0
1800,2018-12-21,0,0.0
1801,2018-12-22,0,0.0
1802,2018-12-23,0,0.0
1803,2018-12-24,0,0.0
1804,2018-12-25,0,0.0
1805,2018-12-26,0,0.0
1806,2018-12-27,0,0.0
1807,2018-12-28,0,0.0
1808,2018-12-29,0,0.0
1809,2018-12-30,0,0.0
1810,2018-12-31,0,0.0
1811,2019-01-01,0,0.0
1812,2019-01-02,0,0.0
1813,2019-01-03,0,0.0
1814,2019-01-04,0,0.0
1815,2019-01-05,0,0.0
1816,2019-01-06,0,0.0
1817,2019-01-07,0,0.0
1818,2019-01-08,0,0.0
1819,2019-01-09,0,0.0
1820,2019-01-10,0,0.0
1821,2019-01-11,0,0.0
1822,2019-01-12,0,0.0
1823,2019-01-13,0,0.0
1824,2019-01-14,0,0.0
1825,2019-01-15,0,0.0
1826,2019-01-16,0,0.0
1827,2019-01-17,0,0.0
1828,2019-01-18,0,0.0
1829,2019-01-19,0,0.0
1830,2019-01-20,0,0.0
1831,2019-01-21,0,0.0
1832,2019-01-22,0,0.0
1833,2019-01-23,0,0.0
1834,2019-01-24,0,0.0
1835,2019-01-25,0,0.0
1836,2019-01-26,0,0.0
1837,2019-01-27,0,0.0
1838,2019-01-28,0,0.0
1839,2019-01-29,0,0.0
1840,2019-01-30,0,0.0
1841,2019-01-31,0,0.0
1842,2019-02-01,0,0.0
1843,2019-02-02,0,0.0
1844,2019-02-03,0,0.0
1845,2019-02-04,0,0.0
1846,2019-02-05,0,0.0
1847,2019-02-06,0,0.0
1848,2019-02-07,0,0.0
1849,2019-02-08,0,0.0
1850,2019-02-09,0,0.0
1851,2019-02-10,0,0.0
1852,2019-02-11,0,0.0
1853,2019-02-12,0,0.0
1854,2019-02-13,0,0.0
1855,2019-02-14,0,0.0
1856,2019-02-15,0,0.0
1857,2019-02-16,0,0.0
1858,2019-02-17,0,0.0
1859,2019-02-18,0,0.0
1860,2019-02-19,0,0.0
1861,2019-02-20,0,0.0
1862,2019-02-21,0,0.0
1863,2019-02-22,0,0.0
1864,2019-02-23,0,0.0
1865,2019-02-24,0,0.0
1866,2019-02-25,0,0.0
1867,2019-02-26,0,0.0
1868,2019-02-27,0,0.0
1869,2019-02-28,0,0.0
1870,2019-03-01,0,0.0
1871,2019-03-02,0,0.0
1872,2019-03-03,0,0.0
1873,2019-03-04,0,41.0
1874,2019-03-05,0,41.0
1875,2019-03-06,0,82.5
1876,2019-03-07,0,157.0
1877,2019-03-08,1,146.5
1878,2019-03-09,1,146.5
1879,2019-03-10,1,146.5
1880,2019-03-11,1,194.4
1881,2019-03-12,1,194.4
1882,2019-03-13,1,194.4
1883,2019-03-14,1,194.4
1884,2019-03-15,1,304.4
1885,2019-03-16,1,304.4
1886,2019-03-17,1,304.4
1887,2019-03-18,1,304.4
1888,2019-03-19,1,304.4
1889,2019-03-20,1,304.4
1890,2019-03-21,1,351.4
1891,2019-03-22,1,351.4
1892,2019-03-23,1,351.4
1893,2019-03-24,1,351.4
1894,2019-03-25,1,351.4
1895,2019-03-26,1,351.4
1896,2019-03-27,1,124.7
1897,2019-03-28,1,124.7
1898,2019-03-29,1,152.4
1899,2019-03-30,1,152.4
1900,2019-03-31,1,152.4
1901,2019-04-01,1,152.4
1902,2019-04-02,1,184.5
1903,2019-04-03,1,184.5
1904,2019-04-04,1,184.5
1905,2019-04-05,1,184.5
1906,2019-04-06,1,184.5
1907,2019-04-07,1,184.5
1908,2019-04-08,1,184.5
1909,2019-04-09,1,184.5
1910,2019-04-10,1,184.5
1911,2019-04-11,1,556.4
1912,2019-04-12,1,556.4
1913,2019-04-13,1,556.4
1914,2019-04-14,1,556.4
1915,2019-04-15,1,556.4
1916,2019-04-16,1,556.4
1917,2019-04-17,1,556.4
1918,2019-04-18,1,556.4
1919,2019-04-19,1,556.4
1920,2019-04-20,1,556.4
1921,2019-04-21,1,556.4
1922,2019-04-22,1,556.4
1923,2019-04-23,1,556.4
1924,2019-04-24,1,556.4
1925,2019-04-25,1,556.4
1926,2019-04-26,1,556.4
1927,2019-04-27,1,556.4
1928,2019-04-28,1,556.4
1929,2019-04-29,1,556.4
1930,2019-04-30,1,556.4
1931,2019-05-01,1,556.4
1932,2019-05-02,1,556.4
1933,2019-05-03,1,556.4
1934,2019-05-04,1,556.4
1935,2019-05-05,1,556.4
1936,2019-05-06,1,556.4
1937,2019-05-07,1,556.4
1938,2019-05-08,1,556.4
1939,2019-05-09,1,556.4
1940,2019-05-10,1,556.4
1941,2019-05-11,1,556.4
1942,2019-05-12,1,556.4
1943,2019-05-13,1,556.4
1944,2019-05-14,1,556.4
1945,2019-05-15,1,328.1
1946,2019-05-16,1,328.1
1947,2019-05-17,1,328.1
1948,2019-05-18,1,328.1
1949,2019-05-19,1,328.1
1950,2019-05-20,1,328.1
1951,2019-05-21,1,328.1
1952,2019-05-22,1,328.1
1953,2019-05-23,1,328.1
1954,2019-05-24,1,328.1
1955,2019-05-25,1,328.1
1956,2019-05-26,1,328.1
1957,2019-05-27,1,328.1
1958,2019-05-28,1,169.1
1959,2019-05-29,1,169.1
1960,2019-05-30,1,169.1
1961,2019-05-31,1,169.1
1962,2019-06-01,1,169.1
1963,2019-06-02,1,169.1
1964,2019-06-03,1,169.1
1965,2019-06-04,1,169.1
1966,2019-06-05,1,226.9
1967,2019-06-06,1,226.9
1968,2019-06-07,1,226.9
1969,2019-06-08,1,226.9
1970,2019-06-09,1,226.9
1971,2019-06-10,1,226.9
1972,2019-06-11,1,226.9
1973,2019-06-12,1,162.3
1974,2019-06-13,1,162.3
1975,2019-06-14,1,162.3
1976,2019-06-15,1,162.3
1977,2019-06-16,1,162.3
1978,2019-06-17,1,162.3
1979,2019-06-18,1,179.6
1980,2019-06-19,1,179.6
1981,2019-06-20,1,179.6
1982,2019-06-21,1,179.6
1983,2019-06-22,1,179.6
1984,2019-06-23,1,179.6
1985,2019-06-24,1,179.6
1986,2019-06-25,1,72.7
1987,2019-06-26,1,72.7
1988,2019-06-27,1,115.2
1989,2019-06-28,1,202.95
1990,2019-06-29,1,202.95
1991,2019-06-30,1,202.95
1992,2019-07-01,1,79.3
1993,2019-07-02,1,79.3
1994,2019-07-03,1,69.36666666666667
1995,2019-07-04,1,69.36666666666667
1996,2019-07-05,0,53.633333333333326
1997,2019-07-06,0,53.633333333333326
1998,2019-07-07,0,53.633333333333326
1999,2019-07-08,0,44.3
2000,2019-07-09,0,44.3
2001,2019-07-10,0,44.3
2002,2019-07-11,0,44.3
2003,2019-07-12,0,0.0
2004,2019-07-13,0,0.0
2005,2019-07-14,0,0.0
2006,2019-07-15,0,0.0
2007,2019-07-16,0,0.0
2008,2019-07-17,0,0.0
2009,2019-07-18,0,0.0
2010,2019-07-19,0,0.0
2011,2019-07-20,0,0.0
2012,2019-07-21,0,0.0
2013,2019-07-22,0,0.0
2014,2019-07-23,0,0.0
2015,2019-07-24,0,0.0
2016,2019-07-25,0,0.0
2017,2019-07-26,0,0.0
2018,2019-07-27,0,0.0
2019,2019-07-28,0,0.0
2020,2019-07-29,0,0.0
2021,2019-07-30,0,0.0
2022,2019-07-31,0,0.0
2023,2019-08-01,0,0.0
2024,2019-08-02,0,0.0
2025,2019-08-03,0,0.0
2026,2019-08-04,0,0.0
2027,2019-08-05,1,0.0
2028,2019-08-06,1,135.2
2029,2019-08-07,1,135.2
2030,2019-08-08,1,138.1
2031,2019-08-09,1,138.1
2032,2019-08-10,1,138.1
2033,2019-08-11,1,138.1
2034,2019-08-12,1,78.9
2035,2019-08-13,1,78.9
2036,2019-08-14,1,104.6
2037,2019-08-15,1,104.6
2038,2019-08-16,1,104.6
2039,2019-08-17,1,104.6
2040,2019-08-18,1,104.6
2041,2019-08-19,1,299.2
2042,2019-08-20,1,299.2
2043,2019-08-21,1,299.2
2044,2019-08-22,1,299.2
2045,2019-08-23,1,299.2
2046,2019-08-24,1,299.2
2047,2019-08-25,1,299.2
2048,2019-08-26,1,299.2
2049,2019-08-27,1,299.2
2050,2019-08-28,1,299.2
2051,2019-08-29,1,269.7
2052,2019-08-30,1,269.7
2053,2019-08-31,1,269.7
2054,2019-09-01,1,269.7
2055,2019-09-02,1,269.7
2056,2019-09-03,1,269.7
2057,2019-09-04,1,269.7
2058,2019-09-05,1,374.6
2059,2019-09-06,1,374.6
2060,2019-09-07,1,374.6
2061,2019-09-08,1,374.6
2062,2019-09-09,1,319.2
2063,2019-09-10,1,319.2
2064,2019-09-11,1,319.2
2065,2019-09-12,1,319.2
2066,2019-09-13,1,319.2
2067,2019-09-14,1,319.2
2068,2019-09-15,1,319.2
2069,2019-09-16,1,319.2
2070,2019-09-17,1,319.2
2071,2019-09-18,1,319.2
2072,2019-09-19,1,153.6
2073,2019-09-20,1,153.6
2074,2019-09-21,1,153.6
2075,2019-09-22,1,153.6
2076,2019-09-23,1,199.4333333333333
2077,2019-09-24,1,199.4333333333333
2078,2019-09-25,1,199.4333333333333
2079,2019-09-26,1,199.4333333333333
2080,2019-09-27,1,176.1
2081,2019-09-28,1,176.1
2082,2019-09-29,1,176.1
2083,2019-09-30,1,176.1
2084,2019-10-01,1,444.1
2085,2019-10-02,1,444.1
2086,2019-10-03,1,444.1
2087,2019-10-04,1,444.1
2088,2019-10-05,1,444.1
2089,2019-10-06,1,444.1
2090,2019-10-07,1,444.1
2091,2019-10-08,1,444.1
2092,2019-10-09,1,796.8
2093,2019-10-10,1,796.8
2094,2019-10-11,1,796.8
2095,2019-10-12,1,796.8
2096,2019-10-13,1,796.8
2097,2019-10-14,1,796.8
2098,2019-10-15,1,796.8
2099,2019-10-16,1,796.8
2100,2019-10-17,1,796.8
2101,2019-10-18,1,796.8
2102,2019-10-19,1,796.8
2103,2019-10-20,1,796.8
2104,2019-10-21,1,796.8
2105,2019-10-22,1,796.8
2106,2019-10-23,1,194.7
2107,2019-10-24,1,194.7
2108,2019-10-25,1,194.7
2109,2019-10-26,1,194.7
2110,2019-10-27,1,194.7
2111,2019-10-28,1,194.7
2112,2019-10-29,1,194.7
2113,2019-10-30,1,194.7
2114,2019-10-31,1,194.7
2115,2019-11-01,1,194.7
2116,2019-11-02,1,194.7
2117,2019-11-03,1,194.7
2118,2019-11-04,1,194.7
2119,2019-11-05,1,194.7
2120,2019-11-06,1,194.7
2121,2019-11-07,1,312.3
2122,2019-11-08,1,312.3
2123,2019-11-09,1,312.3
2124,2019-11-10,1,312.3
2125,2019-11-11,1,312.3
2126,2019-11-12,1,312.3
2127,2019-11-13,1,337.0
2128,2019-11-14,1,337.0
2129,2019-11-15,1,337.0
2130,2019-11-16,1,337.0
2131,2019-11-17,1,337.0
2132,2019-11-18,1,337.0
2133,2019-11-19,1,229.8
2134,2019-11-20,1,229.8
2135,2019-11-21,1,182.4
2136,2019-11-22,1,182.4
2137,2019-11-23,1,182.4
2138,2019-11-24,1,182.4
2139,2019-11-25,1,138.8
2140,2019-11-26,1,138.8
2141,2019-11-27,1,128.73333333333332
2142,2019-11-28,1,128.73333333333332
2143,2019-11-29,1,55.7
2144,2019-11-30,1,55.7
2145,2019-12-01,1,55.7
2146,2019-12-02,1,129.23333333333335
2147,2019-12-03,1,129.23333333333335
2148,2019-12-04,1,117.2
2149,2019-12-05,1,117.2
2150,2019-12-06,0,117.2
2151,2019-12-07,0,117.2
2152,2019-12-08,0,117.2
2153,2019-12-09,0,50.4
2154,2019-12-10,0,50.4
2155,2019-12-11,0,50.4
2156,2019-12-12,0,50.4
2157,2019-12-13,0,50.4
2158,2019-12-14,0,50.4
2159,2019-12-15,0,50.4
2160,2019-12-16,0,50.4
2161,2019-12-17,0,0.0
2162,2019-12-18,0,0.0
2163,2019-12-19,0,0.0
2164,2019-12-20,0,0.0
2165,2019-12-21,0,0.0
2166,2019-12-22,0,0.0
2167,2019-12-23,0,0.0
2168,2019-12-24,0,0.0
2169,2019-12-25,0,0.0
2170,2019-12-26,0,0.0
2171,2019-12-27,0,0.0
2172,2019-12-28,0,0.0
2173,2019-12-29,0,0.0
2174,2019-12-30,0,0.0
2175,2019-12-31,0,0.0
2176,2020-01-01,0,0.0
2177,2020-01-02,0,0.0
2178,2020-01-03,0,0.0
2179,2020-01-04,0,0.0
2180,2020-01-05,0,0.0
2181,2020-01-06,0,0.0
2182,2020-01-07,0,0.0
2183,2020-01-08,0,0.0
2184,2020-01-09,0,0.0
2185,2020-01-10,0,0.0
2186,2020-01-11,0,0.0
2187,2020-01-12,0,0.0
2188,2020-01-13,0,0.0
2189,2020-01-14,0,0.0
2190,2020-01-15,0,0.0
2191,2020-01-16,0,0.0
2192,2020-01-17,0,0.0
2193,2020-01-18,0,0.0
2194,2020-01-19,0,0.0
2195,2020-01-20,0,0.0
2196,2020-01-21,0,0.0
2197,2020-01-22,0,0.0
2198,2020-01-23,0,0.0
2199,2020-01-24,0,0.0
2200,2020-01-25,0,0.0
2201,2020-01-26,0,0.0
2202,2020-01-27,0,0.0
2203,2020-01-28,0,0.0
2204,2020-01-29,0,0.0
2205,2020-01-30,0,0.0
2206,2020-01-31,0,0.0
2207,2020-02-01,0,0.0
2208,2020-02-02,0,0.0
2209,2020-02-03,0,0.0
2210,2020-02-04,0,100.0
2211,2020-02-05,0,100.0
2212,2020-02-06,0,150.8
2213,2020-02-07,1,119.2
2214,2020-02-08,1,119.2
2215,2020-02-09,1,119.2
2216,2020-02-10,1,149.9
2217,2020-02-11,1,174.8
2218,2020-02-12,1,174.8
2219,2020-02-13,1,174.8
2220,2020-02-14,1,174.8
2221,2020-02-15,1,174.8
2222,2020-02-16,1,174.8
2223,2020-02-17,1,265.8
2224,2020-02-18,1,265.8
2225,2020-02-19,1,265.8
2226,2020-02-20,1,265.8
2227,2020-02-21,1,265.8
2228,2020-02-22,1,265.8
2229,2020-02-23,1,265.8
2230,2020-02-24,1,265.8
2231,2020-02-25,1,248.7
2232,2020-02-26,1,248.7
2233,2020-02-27,1,248.7
2234,2020-02-28,1,248.7
2235,2020-02-29,1,248.7
2236,2020-03-01,1,248.7
2237,2020-03-02,1,248.7
2238,2020-03-03,1,248.7
2239,2020-03-04,1,175.4
2240,2020-03-05,1,175.4
2241,2020-03-06,1,175.4
2242,2020-03-07,1,175.4
2243,2020-03-08,1,175.4
2244,2020-03-09,1,175.4
2245,2020-03-10,1,136.8
2246,2020-03-11,1,136.8
2247,2020-03-12,1,151.13333333333333
2248,2020-03-13,0,151.13333333333333
2249,2020-03-14,0,151.13333333333333
2250,2020-03-15,0,151.13333333333333
2251,2020-03-16,0,82.5
2252,2020-03-17,0,82.5
2253,2020-03-18,0,79.83333333333333
2254,2020-03-19,0,79.83333333333333
2255,2020-03-20,0,79.83333333333333
2256,2020-03-21,0,79.83333333333333
2257,2020-03-22,0,79.83333333333333
2258,2020-03-23,0,79.83333333333333
2259,2020-03-24,0,63.0
2260,2020-03-25,0,63.0
2261,2020-03-26,0,63.0
2262,2020-03-27,0,98.5
2263,2020-03-28,0,98.5
2264,2020-03-29,0,98.5
2265,2020-03-30,0,98.5
2266,2020-03-31,0,91.3
2267,2020-04-01,0,91.3
2268,2020-04-02,0,91.3
2269,2020-04-03,0,111.3
2270,2020-04-04,0,111.3
2271,2020-04-05,0,111.3
2272,2020-04-06,0,133.6
2273,2020-04-07,0,133.6
2274,2020-04-08,0,165.8
2275,2020-04-09,1,165.8
2276,2020-04-10,1,165.8
2277,2020-04-11,1,165.8
2278,2020-04-12,1,165.8
2279,2020-04-13,1,165.8
2280,2020-04-14,1,165.8
2281,2020-04-15,1,165.8
2282,2020-04-16,1,165.8
2283,2020-04-17,1,165.8
2284,2020-04-18,1,165.8
2285,2020-04-19,1,165.8
2286,2020-04-20,1,165.8
2287,2020-04-21,1,165.8
2288,2020-04-22,1,353.6
2289,2020-04-23,1,353.6
2290,2020-04-24,1,353.6
2291,2020-04-25,1,353.6
2292,2020-04-26,1,353.6
2293,2020-04-27,1,353.6
2294,2020-04-28,1,353.6
2295,2020-04-29,1,353.6
2296,2020-04-30,1,353.6
2297,2020-05-01,1,353.6
2298,2020-05-02,1,353.6
2299,2020-05-03,1,353.6
2300,2020-05-04,1,353.6
2301,2020-05-05,1,353.6
2302,2020-05-06,1,996.2
2303,2020-05-07,1,996.2
2304,2020-05-08,1,996.2
2305,2020-05-09,1,996.2
2306,2020-05-10,1,996.2
2307,2020-05-11,1,996.2
2308,2020-05-12,1,996.2
2309,2020-05-13,1,996.2
2310,2020-05-14,1,996.2
2311,2020-05-15,1,996.2
2312,2020-05-16,1,996.2
2313,2020-05-17,1,996.2
2314,2020-05-18,1,996.2
2315,2020-05-19,1,454.2
2316,2020-05-20,1,454.2
2317,2020-05-21,1,454.2
2318,2020-05-22,1,454.2
2319,2020-05-23,1,454.2
2320,2020-05-24,1,454.2
2321,2020-05-25,1,454.2
2322,2020-05-26,1,454.2
2323,2020-05-27,1,454.2
2324,2020-05-28,1,454.2
2325,2020-05-29,1,454.2
2326,2020-05-30,1,454.2
2327,2020-05-31,1,454.2
2328,2020-06-01,1,454.2
2329,2020-06-02,1,454.2
2330,2020-06-03,1,233.4
2331,2020-06-04,1,233.4
2332,2020-06-05,1,233.4
2333,2020-06-06,1,233.4
2334,2020-06-07,1,233.4
2335,2020-06-08,1,233.4
2336,2020-06-09,1,134.5
2337,2020-06-10,1,134.5
2338,2020-06-11,1,134.5
2339,2020-06-12,1,48.26666666666667
2340,2020-06-13,1,48.26666666666667
2341,2020-06-14,1,48.26666666666667
2342,2020-06-15,1,48.26666666666667
2343,2020-06-16,1,74.1
2344,2020-06-17,1,74.1
2345,2020-06-18,1,74.1
2346,2020-06-19,1,74.1
2347,2020-06-20,1,74.1
2348,2020-06-21,1,74.1
2349,2020-06-22,1,74.1
2350,2020-06-23,1,65.4
2351,2020-06-24,1,65.4
2352,2020-06-25,1,65.4
2353,2020-06-26,1,65.4
2354,2020-06-27,1,65.4
2355,2020-06-28,1,65.4
2356,2020-06-29,1,55.5
2357,2020-06-30,1,55.5
2358,2020-07-01,1,55.5
2359,2020-07-02,1,55.5
2360,2020-07-03,1,55.5
2361,2020-07-04,1,55.5
2362,2020-07-05,1,55.5
2363,2020-07-06,1,55.5
2364,2020-07-07,1,55.5
2365,2020-07-08,1,0.0
2366,2020-07-09,1,0.0
2367,2020-07-10,1,0.0
2368,2020-07-11,1,0.0
2369,2020-07-12,1,0.0
2370,2020-07-13,1,0.0
2371,2020-07-14,1,0.0
2372,2020-07-15,1,0.0
2373,2020-07-16,1,0.0
2374,2020-07-17,1,0.0
2375,2020-07-18,1,0.0
2376,2020-07-19,1,0.0
2377,2020-07-20,1,0.0
2378,2020-07-21,0,0.0
2379,2020-07-22,0,0.0
2380,2020-07-23,0,0.0
2381,2020-07-24,0,0.0
2382,2020-07-25,0,0.0
2383,2020-07-26,0,0.0
2384,2020-07-27,0,41.2
2385,2020-07-28,0,41.2
2386,2020-07-29,0,41.2
2387,2020-07-30,0,41.2
2388,2020-07-31,0,0.0
2389,2020-08-01,0,0.0
2390,2020-08-02,0,0.0
2391,2020-08-03,0,0.0
2392,2020-08-04,0,0.0
2393,2020-08-05,0,0.0
2394,2020-08-06,0,0.0
2395,2020-08-07,0,0.0
2396,2020-08-08,0,0.0
2397,2020-08-09,0,0.0
2398,2020-08-10,0,44.8
2399,2020-08-11,0,44.8
2400,2020-08-12,0,44.8
2401,2020-08-13,0,44.8
2402,2020-08-14,0,44.8
2403,2020-08-15,0,44.8
2404,2020-08-16,1,44.8
2405,2020-08-17,1,44.8
2406,2020-08-18,1,110.2
2407,2020-08-19,1,110.2
2408,2020-08-20,1,73.2
2409,2020-08-21,1,102.8
2410,2020-08-22,1,102.8
2411,2020-08-23,1,102.8
2412,2020-08-24,1,180.8
2413,2020-08-25,1,180.8
2414,2020-08-26,1,180.8
2415,2020-08-27,1,180.8
2416,2020-08-28,1,180.8
2417,2020-08-29,1,180.8
2418,2020-08-30,1,180.8
2419,2020-08-31,1,180.8
2420,2020-09-01,1,394.4
2421,2020-09-02,1,394.4
2422,2020-09-03,1,394.4
2423,2020-09-04,1,394.4
2424,2020-09-05,1,394.4
2425,2020-09-06,1,394.4
2426,2020-09-07,1,394.4
2427,2020-09-08,1,315.8
2428,2020-09-09,1,315.8
2429,2020-09-10,1,315.8
2430,2020-09-11,1,315.8
2431,2020-09-12,1,315.8
2432,2020-09-13,1,315.8
2433,2020-09-14,1,315.8
2434,2020-09-15,1,315.8
2435,2020-09-16,1,276.3
2436,2020-09-17,1,276.3
2437,2020-09-18,1,276.3
2438,2020-09-19,1,276.3
2439,2020-09-20,1,276.3
2440,2020-09-21,1,276.3
2441,2020-09-22,1,276.3
2442,2020-09-23,1,276.3
2443,2020-09-24,1,276.3
2444,2020-09-25,1,276.3
2445,2020-09-26,1,276.3
2446,2020-09-27,1,276.3
2447,2020-09-28,1,276.3
2448,2020-09-29,1,276.3
2449,2020-09-30,1,276.3
2450,2020-10-01,1,276.3
2451,2020-10-02,1,276.3
2452,2020-10-03,1,276.3
2453,2020-10-04,1,276.3
2454,2020-10-05,1,276.3
2455,2020-10-06,1,276.3
2456,2020-10-07,1,276.3
2457,2020-10-08,1,276.3
2458,2020-10-09,1,701.1
2459,2020-10-10,1,701.1
2460,2020-10-11,1,701.1
2461,2020-10-12,1,701.1
2462,2020-10-13,1,701.1
2463,2020-10-14,1,701.1
2464,2020-10-15,1,701.1
2465,2020-10-16,1,300.2
2466,2020-10-17,1,300.2
2467,2020-10-18,1,300.2
2468,2020-10-19,1,265.3
2469,2020-10-20,1,265.3
2470,2020-10-21,1,265.3
2471,2020-10-22,1,265.3
2472,2020-10-23,1,265.3
2473,2020-10-24,1,265.3
2474,2020-10-25,1,265.3
2475,2020-10-26,1,265.3
2476,2020-10-27,1,265.3
2477,2020-10-28,1,265.3
2478,2020-10-29,1,265.3
2479,2020-10-30,1,265.3
2480,2020-10-31,1,265.3
2481,2020-11-01,1,265.3
2482,2020-11-02,1,265.3
2483,2020-11-03,1,265.3
2484,2020-11-04,1,265.3
2485,2020-11-05,1,367.3
2486,2020-11-06,1,367.3
2487,2020-11-07,1,367.3
2488,2020-11-08,1,367.3
2489,2020-11-09,1,367.3
2490,2020-11-10,1,367.3
2491,2020-11-11,1,367.3
2492,2020-11-12,1,367.3
2493,2020-11-13,1,367.3
2494,2020-11-14,1,367.3
2495,2020-11-15,1,367.3
2496,2020-11-16,1,367.3
2497,2020-11-17,1,367.3
2498,2020-11-18,1,466.6
2499,2020-11-19,1,466.6
2500,2020-11-20,1,466.6
2501,2020-11-21,1,466.6
2502,2020-11-22,1,466.6
2503,2020-11-23,1,466.6
2504,2020-11-24,1,466.6
2505,2020-11-25,1,399.6
2506,2020-11-26,1,399.6
2507,2020-11-27,1,399.6
2508,2020-11-28,1,399.6
2509,2020-11-29,1,399.6
2510,2020-11-30,1,399.6
2511,2020-12-01,1,399.6
2512,2020-12-02,1,399.6
2513,2020-12-03,1,399.6
2514,2020-12-04,1,399.6
2515,2020-12-05,1,399.6
2516,2020-12-06,1,399.6
2517,2020-12-07,1,399.6
2518,2020-12-08,1,399.6
2519,2020-12-09,1,399.6
2520,2020-12-10,1,253.1
2521,2020-12-11,1,253.1
2522,2020-12-12,1,253.1
2523,2020-12-13,1,253.1
2524,2020-12-14,1,207.4
2525,2020-12-15,1,207.4
2526,2020-12-16,1,207.4
2527,2020-12-17,1,110.2
2528,2020-12-18,1,110.2
2529,2020-12-19,1,110.2
2530,2020-12-20,1,110.2
2531,2020-12-21,1,211.13333333333333
2532,2020-12-22,1,211.13333333333333
2533,2020-12-23,1,211.13333333333333
2534,2020-12-24,1,211.13333333333333
2535,2020-12-25,1,211.13333333333333
2536,2020-12-26,1,211.13333333333333
2537,2020-12-27,1,211.13333333333333
2538,2020-12-28,1,211.13333333333333
2539,2020-12-29,1,211.13333333333333
2540,2020-12-30,1,119.0
2541,2020-12-31,1,119.0
2542,2021-01-01,1,119.0
2543,2021-01-02,1,119.0
2544,2021-01-03,1,119.0
2545,2021-01-04,1,59.3
2546,2021-01-05,1,59.3
2547,2021-01-06,1,59.3
2548,2021-01-07,1,59.3
2549,2021-01-08,1,59.3
2550,2021-01-09,0,59.3
2551,2021-01-10,0,59.3
2552,2021-01-11,0,59.3
2553,2021-01-12,0,59.3
2554,2021-01-13,0,0.0
2555,2021-01-14,0,0.0
2556,2021-01-15,0,0.0
