fecha,ao
2017-01-01,52.01979857947462
2017-01-02,67.7
2017-01-03,80.69408569867436
2017-01-04,88.84929360096386
2017-01-05,93.04156181639307
2017-01-06,94.14682845448668
2017-01-07,93.0410316247693
2017-01-08,90.60010943676554
2017-01-09,87.7
2017-01-10,85.05652249636653
2017-01-11,82.74502039723545
2017-01-12,80.68071824634633
2017-01-13,78.77884058743871
2017-01-14,76.95461196425208
2017-01-15,75.12325692052599
2017-01-16,73.2
2017-01-17,71.1340517211074
2017-01-18,69.01056650105646
2017-01-19,66.94868473174934
2017-01-20,65.06754680508803
2017-01-21,63.486293112974664
2017-01-22,62.32406404731129
2017-01-23,61.7
2017-01-24,61.6358420477754
2017-01-25,61.76373400670199
2017-01-26,61.618420377676834
2017-01-27,60.734645661597014
2017-01-28,58.647154359359554
2017-01-29,54.89069097186152
2017-01-30,49.0
2017-01-31,40.68442420987979
2017-02-01,30.351699428437094
2017-02-02,18.58415974781588
2017-02-03,5.964139260160101
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,27.555073994124506
2017-02-17,52.0
2017-02-18,65.56923126303938
2017-02-19,68.7470755266514
2017-02-20,64.08030415874371
2017-02-21,54.11568852722402
2017-02-22,41.4
2017-02-23,28.1320627055541
2017-02-24,15.118911814667952
2017-02-25,2.819635258697949
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,0.0
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,0.0
2017-03-07,19.499043435361777
2017-03-08,41.220370955970886
2017-03-09,62.081512998594576
2017-03-10,79.0
2017-03-11,89.55355368863671
2017-03-12,93.96066095968314
2017-03-13,93.1
2017-03-14,88.08735308514508
2017-03-15,80.98691884546413
2017-03-16,74.1
2017-03-17,69.18393781558973
2017-03-18,65.8202277502474
2017-03-19,63.04640380978138
2017-03-20,59.9
2017-03-21,55.71949929258838
2017-03-22,51.047180522738586
2017-03-23,46.72627149151952
2017-03-24,43.6
2017-03-25,42.32562019094051
2017-03-26,42.816491573867744
2017-03-27,44.8
2017-03-28,48.15241257797006
2017-03-29,53.34552144606841
2017-03-30,61.0
2017-03-31,71.30456727627983
2017-04-01,82.720124874663
2017-04-02,93.27562003571467
2017-04-03,101.0
2017-04-04,101.8
2017-04-05,89.33398262340424
2017-04-06,80.1
2017-04-07,91.56697078173008
2017-04-08,120.12537815897781
2017-04-09,156.89609645673664
2017-04-10,193.0
2017-04-11,221.44016787156528
2017-04-12,242.7484981854451
2017-04-13,259.339093813456
2017-04-14,273.62605762741447
2017-04-15,288.02349249913715
2017-04-16,304.94550130044047
2017-04-17,326.806186903141
2017-04-18,356.01965217905536
2017-04-19,395.0
2017-04-20,444.7851822545843
2017-04-21,500.90854689858907
2017-04-22,557.527290904588
2017-04-23,608.7986112451549
2017-04-24,648.8797048928634
2017-04-25,671.9277688202872
2017-04-26,672.1
2017-04-27,645.7639244920189
2017-04-28,598.128384706135
2017-04-29,536.6125521395825
2017-04-30,468.63559828959603
2017-05-01,401.6166946534101
2017-05-02,342.97501272825923
2017-05-03,300.1297240113777
2017-05-04,280.5
2017-05-05,289.01256536792977
2017-05-06,320.62435749524616
2017-05-07,367.79986693859763
2017-05-08,423.0035842546328
2017-05-09,478.7
2017-05-10,528.6498975714146
2017-05-11,571.7992317258592
2017-05-12,608.3902500603839
2017-05-13,638.6652001720385
2017-05-14,662.8663296578721
2017-05-15,681.2358861149357
2017-05-16,694.0161171402781
2017-05-17,701.449270330949
2017-05-18,703.777593283999
2017-05-19,701.2433335964771
2017-05-20,694.0887388654335
2017-05-21,682.5560566879177
2017-05-22,666.8875346609797
2017-05-23,647.3254203816691
2017-05-24,624.1119614470359
2017-05-25,597.4894054541295
2017-05-26,567.7
2017-05-27,535.3039297463993
2017-05-28,502.13312761388823
2017-05-29,470.33746358772964
2017-05-30,442.06680765318686
2017-05-31,419.4710297955226
2017-06-01,404.7
2017-06-02,398.4811835407059
2017-06-03,395.8524268470231
2017-06-04,390.42917163715765
2017-06-05,375.82685962931623
2017-06-06,345.6609325417052
2017-06-07,293.54683209253096
2017-06-08,213.1
2017-06-09,122.7
2017-06-10,106.20147654017975
2017-06-11,137.8975666500108
2017-06-12,158.5
2017-06-13,127.53665437284424
2017-06-14,79.8
2017-06-15,57.24766709280136
2017-06-16,55.23333333333333
2017-06-17,59.558013366219015
2017-06-18,64.41602221548294
2017-06-19,66.1
2017-06-20,61.83925965464071
2017-06-21,52.60980537825811
2017-06-22,40.32431418570091
2017-06-23,26.895463091817803
2017-06-24,14.235929111457464
2017-06-25,4.258389259468592
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,8.658805081260391
2017-06-29,22.336115104543296
2017-06-30,37.63040983895372
2017-07-01,51.14016905359665
2017-07-02,59.46387251757709
2017-07-03,59.2
2017-07-04,48.44330712159202
2017-07-05,31.273652909566227
2017-07-06,13.267172242757315
2017-07-07,0.0
2017-07-08,0.0
2017-07-09,0.0
2017-07-10,0.0
2017-07-11,1.4841921898413113
2017-07-12,1.353397984999692
2017-07-13,0.5459047876582277
2017-07-14,0.0
2017-07-15,0.3089825013578853
2017-07-16,0.6861970796639366
2017-07-17,0.0
2017-07-18,0.0
2017-07-19,0.0
2017-07-20,9.220064050782675
2017-07-21,23.097843712190294
