Ano,Mes,Dia,Hora,U,V,UI
2012,1,1,0,7.5111,6.6922,-1134.1
2012,1,1,6,9.1508,10.106,-2320.9
2012,1,1,12,13.194,17.173,-6264.9
2012,1,1,18,8.7289,1.7606,-264.1
2012,1,2,0,7.6214,2.4579,-331.56
2012,1,2,6,7.787,1.9819,-268.27
2012,1,2,12,7.381,3.5146,-484
2012,1,2,18,5.5405,4.381,-521.28
2012,1,3,0,7.6572,7.7029,-1409.3
2012,1,3,6,6.6854,8.7538,-1624.2
2012,1,3,12,8.2899,7.2492,-1344.8
2012,1,3,18,7.7087,6.5308,-1111.5
2012,1,4,0,7.5374,5.554,-875.97
2012,1,4,6,5.5559,6.8373,-1014.7
2012,1,4,12,1.5985,0.33582,-9.2402
2012,1,4,18,0.84852,-1.5558,46.445
2012,1,5,0,0.99777,-1.2176,32.289
2012,1,5,6,0.25889,2.7169,-124.91
2012,1,5,12,1.1656,0.5526,-12.008
2012,1,5,18,-0.75531,-1.1186,25.433
2012,1,6,0,-2.3115,-1.909,96.405
2012,1,6,6,-3.8537,0.0037793,-0.24534
2012,1,6,12,-4.1929,-7.0988,985.91
2012,1,6,18,-7.4814,-8.7553,1698.5
2012,1,7,0,-5.4772,-5.8542,790.61
2012,1,7,6,-6.256,-4.6609,612.53
2012,1,7,12,-4.0836,-4.8784,522.81
2012,1,7,18,-3.5664,-4.375,415.99
2012,1,8,0,-5.2806,-0.51858,46.351
2012,1,8,6,-3.8831,-0.14327,9.3777
2012,1,8,12,-1.6203,-1.3789,49.422
2012,1,8,18,-1.2986,-0.97117,26.529
2012,1,9,0,-2.4266,1.1364,-51.296
2012,1,9,6,-2.6998,2.6398,-167.91
2012,1,9,12,-1.8063,-1.3682,52.227
2012,1,9,18,-0.72657,-1.7246,54.367
2012,1,10,0,-3.0783,2.1097,-132.62
2012,1,10,6,-2.5806,2.8757,-187.18
2012,1,10,12,-1.2243,1.532,-50.613
2012,1,10,18,-1.663,2.7378,-147.74
2012,1,11,0,-2.7942,3.3337,-244.27
2012,1,11,6,-3.007,3.2827,-246.18
2012,1,11,12,-1.2229,0.82364,-20.457
2012,1,11,18,-1.8342,0.45155,-14.368
2012,1,12,0,-1.9085,2.0454,-96.389
2012,1,12,6,-2.8483,2.8274,-191.15
2012,1,12,12,-1.6256,0.59561,-17.37
2012,1,12,18,-1.6539,-2.3957,117.49
2012,1,13,0,-1.4359,5.8749,-598.53
2012,1,13,6,-2.7532,5.5721,-583.38
2012,1,13,12,-0.65649,3.7517,-240.71
2012,1,13,18,-1.2539,2.7169,-136.95
2012,1,14,0,0.95577,8.5596,-1241.9
2012,1,14,6,1.8736,7.7912,-1051.7
2012,1,14,12,3.8764,11.796,-2467.3
2012,1,14,18,5.385,6.1398,-844.67
2012,1,15,0,6.5617,10.642,-2241.2
2012,1,15,6,4.7491,6.0317,-780.03
2012,1,15,12,3.805,2.0866,-152.54
2012,1,15,18,0.74819,0.81849,-15.29
2012,1,16,0,-1.1006,1.0142,-25.568
2012,1,16,6,-2.5503,2.0506,-113.04
2012,1,16,12,-0.11613,-5.009,422.76
2012,1,16,18,-3.9069,-6.5442,840.21
2012,1,17,0,-2.1092,0.10386,-3.6947
2012,1,17,6,-0.92717,2.2608,-93.06
2012,1,17,12,3.4298,6.3558,-773.26
2012,1,17,18,1.7038,4.5484,-372.15
2012,1,18,0,0.52961,4.5718,-354.44
2012,1,18,6,1.768,6.6954,-781.03
2012,1,18,12,-0.40032,3.8256,-247.88
2012,1,18,18,-1.6582,0.61538,-18.335
2012,1,19,0,-1.3513,-0.06646,1.5146
2012,1,19,6,-1.8013,1.9548,-87.535
2012,1,19,12,-0.74888,-1.8308,61.007
2012,1,19,18,-1.2871,-2.6225,129.05
2012,1,20,0,-3.6526,-4.2252,397.53
2012,1,20,6,-2.9111,-1.2796,68.546
2012,1,20,12,-1.2387,-3.11,175.37
2012,1,20,18,-4.351,-6.9251,954.07
2012,1,21,0,-4.5057,-4.9016,549.73
2012,1,21,6,-4.063,-3.878,366.91
2012,1,21,12,-2.8831,-6.1195,697.33
2012,1,21,18,-3.2602,-7.1359,943.06
2012,1,22,0,-5.4204,-3.8544,431.85
2012,1,22,6,-4.833,-2.0842,184.78
2012,1,22,12,-4.7764,-6.7365,937.12
2012,1,22,18,-5.8112,-8.6137,1507.7
2012,1,23,0,-6.3714,-4.8587,655.8
2012,1,23,6,-7.1963,-4.1976,589.09
2012,1,23,12,-3.9528,-5.9527,716.53
2012,1,23,18,-6.3422,-8.2331,1441.3
2012,1,24,0,-8.2471,-1.4691,207.3
2012,1,24,6,-5.3826,-2.2401,220
2012,1,24,12,-2.1566,-3.1778,205.59
2012,1,24,18,-0.64173,-3.3977,197.91
2012,1,25,0,-0.010328,6.0707,-620.8
2012,1,25,6,0.95549,7.3101,-907.83
2012,1,25,12,3.5538,4.4218,-422.56
2012,1,25,18,2.8402,2.6678,-175.11
2012,1,26,0,5.3454,10.856,-2212.9
2012,1,26,6,-3.8265,-5.0511,539.19
2012,1,26,12,-3.5496,-6.7929,877.03
2012,1,26,18,-4.5538,-5.9154,743.88
2012,1,27,0,-2.0699,0.98826,-38.185
2012,1,27,6,-2.7455,1.3241,-67.989
2012,1,27,12,-4.2852,-4.8917,535.89
2012,1,27,18,-7.1967,-7.3669,1278
2012,1,28,0,-7.0698,-0.90294,108.41
2012,1,28,6,-6.7227,-1.1185,128.41
2012,1,28,12,-3.2676,-5.2829,552.81
2012,1,28,18,-5.7173,-5.4492,725.02
2012,1,29,0,-6.3207,-0.41956,44.771
2012,1,29,6,-6.1961,-0.61265,64.258
2012,1,29,12,-4.1475,-5.6423,665.58
2012,1,29,18,-6.686,-4.2057,559.59
2012,1,30,0,-6.0885,-1.4309,150.75
2012,1,30,6,-2.8827,1.0955,-56.907
2012,1,30,12,-1.0494,3.1858,-180
2012,1,30,18,-1.1598,2.877,-150.33
2012,1,31,0,-0.12706,3.5738,-215.29
2012,1,31,6,0.59952,4.3545,-322.43
2012,1,31,12,3.4888,2.8317,-214.33
2012,1,31,18,3.0927,1.7514,-104.86
2012,2,1,0,6.4242,7.3535,-1209.5
2012,2,1,6,5.5556,4.4171,-528.11
2012,2,1,12,-2.4395,-8.6879,1320.7
2012,2,1,18,-6.9068,-7.5546,1302.6
2012,2,2,0,-10.899,-9.6002,2348.9
2012,2,2,6,-8.5619,-5.7391,996.49
2012,2,2,12,-7.7961,-9.2381,1881.1
2012,2,2,18,-8.8477,-2.968,466.59
2012,2,3,0,-8.3477,-2.5773,379.31
2012,2,3,6,-3.7052,-0.11635,7.2657
2012,2,3,12,-4.0657,-4.9928,541.54
2012,2,3,18,-8.7051,-3.7397,596.86
2012,2,4,0,-6.7848,-1.3132,152.88
2012,2,4,6,-4.9016,2.1069,-189.36
2012,2,4,12,-1.8929,-3.2991,211.38
2012,2,4,18,-3.2785,-4.5667,432.46
2012,2,5,0,-0.38566,-2.0568,72.504
2012,2,5,6,2.1627,1.1975,-49.869
2012,2,5,12,3.9574,-5.5304,633.54
2012,2,5,18,3.0612,-11.255,2211.4
2012,2,6,0,-0.99947,-7.4489,943.06
2012,2,6,6,0.28784,-6.5802,730.08
2012,2,6,12,-0.087362,-8.5762,1239.1
2012,2,6,18,-0.81155,-8.9233,1346.9
2012,2,7,0,-1.8613,-7.6764,1021.4
2012,2,7,6,-1.6792,-6.376,708.17
2012,2,7,12,-1.2719,-11.943,2416.4
2012,2,7,18,-5.4359,-10.103,1952.4
2012,2,8,0,-9.0766,-4.6474,798.32
2012,2,8,6,-10.258,-2.6459,472.18
2012,2,8,12,-5.5135,-6.0429,832.7
2012,2,8,18,-7.2386,-7.1257,1219.3
2012,2,9,0,-9.9859,-0.83723,141.33
2012,2,9,6,-3.7793,1.048,-69.235
2012,2,9,12,-2.2601,-4.936,451.41
2012,2,9,18,-4.6082,-6.1426,794.58
2012,2,10,0,-5.9386,2.7478,-302.89
2012,2,10,6,-6.3051,0.85869,-92.045
2012,2,10,12,-2.7722,-4.8753,460.59
2012,2,10,18,-4.6541,-6.2629,823.22
2012,2,11,0,-7.7673,-1.5765,210.48
2012,2,11,6,-7.863,0.59338,-78.82
2012,2,11,12,-5.0609,-4.6622,540.42
2012,2,11,18,-11.065,-6.0463,1284.3
2012,2,12,0,-10.835,-1.6343,301.66
2012,2,12,6,-8.5739,2.2716,-339.41
2012,2,12,12,-6.771,-5.1974,747.33
2012,2,12,18,-10.82,-5.0454,1014.7
2012,2,13,0,-11.744,-1.0852,215.59
2012,2,13,6,-6.5106,-0.77816,85.951
2012,2,13,12,-1.6873,-7.418,950.62
2012,2,13,18,-3.3869,-6.7428,857.08
2012,2,14,0,-2.843,-1.015,51.618
2012,2,14,6,-1.4099,-5.8622,595.4
2012,2,14,12,-2.0974,-11.982,2455.2
2012,2,14,18,-5.0512,-8.5761,1437.9
2012,2,15,0,-9.7094,-2.4728,417.36
2012,2,15,6,-8.2419,-3.8101,582.77
2012,2,15,12,-2.9636,-6.6795,822.23
2012,2,15,18,-8.2402,-7.395,1379.2
2012,2,16,0,-9.2662,-2.6108,423.39
2012,2,16,6,-5.7317,-2.159,222.76
2012,2,16,12,-5.3004,-8.0775,1314.6
2012,2,16,18,-10.727,-9.2238,2198.2
2012,2,17,0,-8.9673,-1.0829,164.77
2012,2,17,6,-5.5281,-1.2306,117.4
2012,2,17,12,-1.3561,-1.8587,72.041
2012,2,17,18,-0.66487,-2.9847,153.75
2012,2,18,0,-0.545,2.4367,-102.49
2012,2,18,6,0.098164,4.4613,-335.36
2012,2,18,12,1.6948,-1.0187,33.935
2012,2,18,18,-1.0874,-3.6719,236.87
2012,2,19,0,-2.1495,-1.162,47.83
2012,2,19,6,0.87402,2.2067,-88.226
2012,2,19,12,-0.75338,-3.9636,269.38
2012,2,19,18,-6.112,-8.9536,1635.1
2012,2,20,0,-9.5267,-6.5209,1268.2
2012,2,20,6,-4.0327,-2.2034,170.56
2012,2,20,12,-1.5793,-4.8686,419.77
2012,2,20,18,0.088187,-3.8426,248.8
2012,2,21,0,-0.32,0.32396,-2.485
2012,2,21,6,-0.41596,2.505,-107.15
2012,2,21,12,0.6397,-0.42241,5.4547
2012,2,21,18,-0.81924,-3.0719,164.52
2012,2,22,0,-1.9965,-3.7953,274.17
2012,2,22,6,-1.9408,-2.9385,174.32
2012,2,22,12,-2.2028,-5.7859,603.41
2012,2,22,18,-2.8416,-7.5613,1028.9
2012,2,23,0,-4.7146,-2.2642,199.48
2012,2,23,6,-2.5956,1.0289,-48.394
2012,2,23,12,-1.2335,-1.8077,66.641
2012,2,23,18,0.30652,-0.61281,7.0733
2012,2,24,0,-0.42927,0.37766,-3.6374
2012,2,24,6,-1.1974,1.898,-71.749
2012,2,24,12,0.38112,-2.7814,131.54
2012,2,24,18,0.20292,-0.58525,6.1069
2012,2,25,0,-0.11116,0.53205,-4.8715
2012,2,25,6,-1.6073,2.031,-88.615
2012,2,25,12,-1.8306,1.9893,-90.596
2012,2,25,18,1.3079,2.2857,-101.4
2012,2,26,0,0.18999,5.0737,-433.95
2012,2,26,6,-0.52121,3.7007,-232.98
2012,2,26,12,-0.086507,-2.076,72.665
2012,2,26,18,0.21247,-5.653,538.7
2012,2,27,0,-3.4351,-1.541,97.734
2012,2,27,6,-3.5758,-1.5044,98.314
2012,2,27,12,-1.1516,-5.2704,478.96
2012,2,27,18,1.0925,-2.666,129.39
2012,2,28,0,1.8619,4.5095,-370.62
2012,2,28,6,-0.905,5.4597,-508.98
2012,2,28,12,-1.3632,1.7995,-68.435
2012,2,28,18,0.29028,2.1721,-80.185
2012,2,29,0,0.8374,-0.29121,4.3492
2012,2,29,6,1.3958,1.763,-66.783
2012,2,29,12,1.9818,-0.24949,8.3948
2012,2,29,18,-0.88777,4.2196,-306.5
2012,3,1,0,-2.4377,4.8009,-435.45
2012,3,1,6,-0.66491,-0.75901,12.902
2012,3,1,12,2.3713,-3.3338,229.75
2012,3,1,18,2.6429,-1.7241,91.65
2012,3,2,0,3.3588,-0.085808,4.8567
2012,3,2,6,2.5015,5.5038,-560.51
2012,3,2,12,4.0672,7.1166,-982.64
2012,3,2,18,5.8416,5.5439,-752.12
2012,3,3,0,8.166,13.766,-3711.7
2012,3,3,6,4.3956,3.6317,-348.83
2012,3,3,12,4.8365,1.0436,-86.979
2012,3,3,18,5.7994,6.1904,-884.55
2012,3,4,0,10.287,12.025,-3205.5
2012,3,4,6,9.0321,4.2898,-722.56
2012,3,4,12,0.21925,-10.369,1811.5
2012,3,4,18,-7.4173,-8.885,1732.3
2012,3,5,0,-8.9253,-3.4192,550.52
2012,3,5,6,-6.939,-2.9821,379.41
2012,3,5,12,-0.29088,-5.762,559.98
2012,3,5,18,1.3658,-3.3318,202.1
2012,3,6,0,-3.202,-2.0542,131.65
2012,3,6,6,-2.7365,2.9939,-204.56
2012,3,6,12,0.55178,-1.6578,48.793
2012,3,6,18,0.87715,0.060431,-0.89504
2012,3,7,0,1.672,2.328,-112.4
2012,3,7,6,0.19495,0.35217,-2.388
2012,3,7,12,0.25383,-5.6428,536.92
2012,3,7,18,-3.2913,-7.4165,1013.7
2012,3,8,0,-5.7736,-8.2216,1391.4
2012,3,8,6,-7.8921,-7.2576,1310.8
2012,3,8,12,-3.5572,-12.027,2541.1
2012,3,8,18,-8.355,-7.4603,1407.6
2012,3,9,0,-6.2008,-2.2709,252.61
2012,3,9,6,-2.9217,1.0116,-52.685
2012,3,9,12,-1.9035,-4.2372,331.55
2012,3,9,18,-0.075346,-3.5191,208.66
2012,3,10,0,1.0967,-1.173,31.729
2012,3,10,6,-0.37749,2.122,-77.043
2012,3,10,12,-0.53953,-2.7169,126.77
2012,3,10,18,1.1388,-1.7788,63.29
2012,3,11,0,-7.5541,-2.28,303.06
2012,3,11,6,-5.35,-3.1968,335.63
2012,3,11,12,-2.4812,-5.5649,571.17
2012,3,11,18,1.7676,-0.5446,16.968
2012,3,12,0,0.5731,2.0854,-75.975
2012,3,12,6,-0.1565,2.0853,-73.455
2012,3,12,12,-0.47371,-1.7182,51.587
2012,3,12,18,-0.71496,-0.092173,1.1193
2012,3,13,0,-0.028671,-0.65854,7.3125
2012,3,13,6,-0.24337,-1.4058,33.788
2012,3,13,12,0.91803,-2.8925,147.87
2012,3,13,18,0.17847,-0.59872,6.3011
2012,3,14,0,-0.64479,-0.91266,17.18
2012,3,14,6,-1.7233,-2.4533,123.9
2012,3,14,12,-0.83556,-7.0532,843.88
2012,3,14,18,-2.3421,-5.2908,515.68
2012,3,15,0,-3.7913,-8.7113,1394.1
2012,3,15,6,-2.485,-4.3848,372.27
2012,3,15,12,0.58283,-3.1975,175.07
2012,3,15,18,0.89896,-0.75659,14.975
2012,3,16,0,-0.76499,-3.1671,173.83
2012,3,16,6,2.8241,-0.37301,17.899
2012,3,16,12,5.3849,2.1391,-208.79
2012,3,16,18,5.778,5.1293,-667.58
2012,3,17,0,6.8808,7.9111,-1397.3
2012,3,17,6,6.6048,0.99527,-111.98
2012,3,17,12,9.1102,0.9561,-147.53
2012,3,17,18,5.4736,-3.2692,351.11
2012,3,18,0,5.3517,-1.7192,162.79
2012,3,18,6,5.0805,-3.2734,333.26
2012,3,18,12,2.572,-3.3846,242.36
2012,3,18,18,-0.61061,-2.0401,73.186
2012,3,19,0,-1.7284,-0.16752,4.9004
2012,3,19,6,-3.5386,-7.3911,1020.3
2012,3,19,12,-9.3562,-3.6687,621.08
2012,3,19,18,-4.7582,-7.5251,1128.6
2012,3,20,0,-7.3538,-1.5089,190.81
2012,3,20,6,-3.4136,-5.9677,691.14
2012,3,20,12,-2.0727,-8.421,1230.2
2012,3,20,18,-3.8826,-2.4268,187.17
2012,3,21,0,-3.1855,3.0758,-229.44
2012,3,21,6,-0.10386,-0.76945,10.064
2012,3,21,12,3.4512,-0.96301,58.125
2012,3,21,18,2.2684,3.9624,-304.76
2012,3,22,0,0.8938,6.695,-761.75
2012,3,22,6,1.1809,7.1596,-875.15
2012,3,22,12,0.089726,2.7273,-125.37
2012,3,22,18,-2.5396,4.427,-380.61
2012,3,23,0,-1.9488,4.8654,-429.56
2012,3,23,6,-2.0068,1.6193,-70.339
2012,3,23,12,-1.4319,1.4877,-51.745
2012,3,23,18,-1.7538,6.4354,-723.09
2012,3,24,0,-1.5534,6.0194,-630.35
2012,3,24,6,-0.53769,3.064,-160.56
2012,3,24,12,-0.31892,-0.10274,0.57989
2012,3,24,18,-2.2191,-1.1543,48.636
2012,3,25,0,-1.8008,-3.9884,294.01
2012,3,25,6,1.1673,-5.8103,580.06
2012,3,25,12,1.92,-7.2017,904.19
2012,3,25,18,0.1656,-1.9147,61.987
2012,3,26,0,-0.2014,-0.0064256,0.021811
2012,3,26,6,-0.9752,0.66831,-13.31
2012,3,26,12,0.36863,-1.9917,67.957
2012,3,26,18,2.1338,-0.2991,10.856
2012,3,27,0,2.3443,-0.60356,24.612
2012,3,27,6,-1.0237,-1.8561,66.276
2012,3,27,12,-1.6888,-3.7116,254.95
2012,3,27,18,-0.35423,1.1649,-23.892
2012,3,28,0,0.92111,0.7866,-16.05
2012,3,28,6,-2.2008,-3.1763,206.76
2012,3,28,12,-1.166,-5.8348,584.85
2012,3,28,18,-0.067603,0.79093,-10.576
2012,3,29,0,-0.64182,-0.67935,10.695
2012,3,29,6,-0.90602,-4.3502,325.63
2012,3,29,12,1.8183,-5.629,560.91
2012,3,29,18,-2.6553,1.0497,-50.485
2012,3,30,0,-0.51053,2.6222,-118.01
2012,3,30,6,0.91425,-4.9481,419.42
2012,3,30,12,1.9263,-2.8328,163.47
2012,3,30,18,-2.2705,-2.9473,184.72
2012,3,31,0,-0.82561,0.24596,-3.5694
2012,3,31,6,0.71656,-4.1704,297.28
2012,3,31,12,1.8447,-2.2764,112.36
2012,3,31,18,-0.72854,-0.837,15.646
2012,4,1,0,-0.45561,-2.1598,80.309
2012,4,1,6,0.62216,-4.1685,295.95
2012,4,1,12,3.1019,-3.4012,263.74
2012,4,1,18,-2.5551,-3.824,296.26
2012,4,2,0,-3.1724,-2.7793,197.47
2012,4,2,6,-0.96367,-5.6898,553.13
2012,4,2,12,-2.2032,-11.621,2315.4
2012,4,2,18,-3.8777,-11.48,2343.1
2012,4,3,0,-4.8823,-6.7952,957.78
2012,4,3,6,-6.1444,-13.428,3340.5
2012,4,3,12,-5.7842,-14.572,3848.5
2012,4,3,18,-4.0663,-6.156,765.08
2012,4,4,0,-3.1681,-3.7406,308.88
2012,4,4,6,-1.6415,-7.2086,897.77
2012,4,4,12,-6.8421,-15.448,4396.6
2012,4,4,18,-5.02,-8.3486,1370
2012,4,5,0,-3.3595,-3.6048,299.22
2012,4,5,6,0.61823,-5.4717,507.55
2012,4,5,12,0.026512,-8.6322,1255.2
2012,4,5,18,-1.2089,-3.7347,246.96
2012,4,6,0,1.0184,0.0032078,-0.055032
2012,4,6,6,1.1347,0.63163,-13.818
2012,4,6,12,3.7896,-2.308,172.51
2012,4,6,18,0.62377,1.6145,-47.073
2012,4,7,0,-2.9109,-1.643,92.517
2012,4,7,6,-2.7626,-7.0916,909.17
2012,4,7,12,-3.4173,-12.254,2626
2012,4,7,18,-4.5962,-5.4717,658.65
2012,4,8,0,-2.7147,-1.9353,108.69
2012,4,8,6,1.5555,-3.344,207.76
2012,4,8,12,1.8712,-7.7252,1034.4
2012,4,8,18,-2.1737,-7.7333,1046.5
2012,4,9,0,-1.1521,-3.9554,274.51
2012,4,9,6,2.4511,-0.78023,33.808
2012,4,9,12,4.8747,0.73268,-60.841
2012,4,9,18,8.839,6.003,-1080.5
2012,4,10,0,5.0209,-1.7927,161
2012,4,10,6,6.9253,-2.1796,266.57
2012,4,10,12,7.9346,0.476,-63.737
2012,4,10,18,7.6998,1.1737,-154
2012,4,11,0,15.938,8.3795,-2541.7
2012,4,11,6,11.247,2.8226,-551.34
2012,4,11,12,7.186,-3.4451,462.48
2012,4,11,18,-1.9961,-9.2947,1488.5
2012,4,12,0,-0.39362,-10.609,1897.2
2012,4,12,6,5.6018,-12.332,2813.9
2012,4,12,12,4.541,-10.285,1947.8
2012,4,12,18,7.2371,-2.5449,328.88
2012,4,13,0,9.1155,-1.7268,269.87
2012,4,13,6,14.833,0.1827,-45.656
2012,4,13,12,14.734,0.71092,-176.65
2012,4,13,18,12.217,-5.4144,1218.8
2012,4,14,0,11.775,-8.5751,2104.2
2012,4,14,6,7.6861,-12.47,3077
2012,4,14,12,3.2576,-10.823,2060.8
2012,4,14,18,1.1681,-5.0917,448.08
2012,4,15,0,1.4645,-10.864,2006.2
2012,4,15,6,-1.301,-18.732,5925.2
2012,4,15,12,-4.1316,-15.879,4388.9
2012,4,15,18,-2.6826,-1.1761,58.031
2012,4,16,0,-0.99778,-3.4363,207.13
2012,4,16,6,3.0064,-6.2727,735
2012,4,16,12,3.2188,-2.4678,168.61
2012,4,16,18,7.5555,1.271,-164.04
2012,4,17,0,7.6936,-0.16537,21.437
2012,4,17,6,6.3183,-6.5064,994.04
2012,4,17,12,11.398,-2.0606,402.06
2012,4,17,18,20.389,2.4099,-833.45
2012,4,18,0,22.763,1.081,-414.98
2012,4,18,6,23.745,2.5941,-1043.8
2012,4,18,12,22.009,0.13867,-51.413
2012,4,18,18,14.824,-1.4776,370.8
2012,4,19,0,12.887,-2.8246,627.73
2012,4,19,6,13.754,0.84698,-196.61
2012,4,19,12,14.119,2.9433,-715.11
2012,4,19,18,12.452,0.1562,-32.767
2012,4,20,0,10.109,1.5838,-272.99
2012,4,20,6,6.6451,3.3249,-416.18
2012,4,20,12,4.5602,3.8732,-390.37
2012,4,20,18,6.6187,1.5007,-171.56
2012,4,21,0,7.1225,-0.99108,120.06
2012,4,21,6,4.5375,-6.1453,790.78
2012,4,21,12,4.6893,-1.956,167.41
2012,4,21,18,7.0296,1.4137,-170.75
2012,4,22,0,6.3302,-0.12238,13.053
2012,4,22,6,9.5241,1.001,-161.48
2012,4,22,12,11.665,4.4998,-947.75
2012,4,22,18,14.282,4.0025,-1000
2012,4,23,0,12.654,0.20028,-42.699
2012,4,23,6,10.591,-0.25343,45.23
2012,4,23,12,9.2059,-1.9726,312.85
2012,4,23,18,12.501,1.1928,-252.32
2012,4,24,0,11.366,0.64946,-124.55
2012,4,24,6,20.033,13.951,-5737.1
2012,4,24,12,25.563,20.754,-11511
2012,4,24,18,23.857,13.781,-6396.1
2012,4,25,0,21.472,10.747,-4347.1
2012,4,25,6,17.056,10.337,-3472.6
2012,4,25,12,15.007,12.236,-3991.1
2012,4,25,18,18.724,16.897,-7178.6
2012,4,26,0,13.221,11.734,-3494.1
2012,4,26,6,13.639,13.353,-4293.3
2012,4,26,12,10.576,16.834,-5637.6
2012,4,26,18,3.4813,10.961,-2123.3
2012,4,27,0,2.1829,-1.2665,53.844
2012,4,27,6,-0.31139,1.9874,-67.344
2012,4,27,12,-3.6192,3.1602,-255.78
2012,4,27,18,-0.86174,-1.7536,57.719
2012,4,28,0,3.3957,-4.5755,439.17
2012,4,28,6,-2.2957,-1.8574,92.396
2012,4,28,12,-4.6065,0.55216,-43.153
2012,4,28,18,-1.5428,-5.8104,588.42
2012,4,29,0,3.4167,-8.8529,1415.1
2012,4,29,6,3.1843,-3.1678,239.69
2012,4,29,12,6.7125,-1.7024,198.59
2012,4,29,18,11.529,0.96296,-187.68
2012,4,30,0,8.4876,-1.6551,241.09
2012,4,30,6,14.562,1.8178,-449.37
2012,4,30,12,15.468,5.1471,-1413.4
2012,4,30,18,20.568,17.547,-7991.4
2012,5,1,0,-1.7414,19.338,-6325
2012,5,1,6,-7.9963,24.272,-10449
2012,5,1,12,-12.668,23.712,-10738
2012,5,1,18,-2.9261,13.804,-3281.2
2012,5,2,0,-3.7647,7.5311,-1068.2
2012,5,2,6,-3.7597,13.464,-3170.7
2012,5,2,12,-3.7471,16.324,-4605.5
2012,5,2,18,5.5054,12.507,-2879.1
2012,5,3,0,3.6829,12.388,-2697.1
2012,5,3,6,1.3746,11.964,-2427.1
2012,5,3,12,5.9057,11.877,-2653.7
2012,5,3,18,4.7492,6.4581,-872.09
2012,5,4,0,10.317,6.6659,-1379.3
2012,5,4,6,8.1166,2.9971,-436.83
2012,5,4,12,8.7622,2.2888,-349.18
2012,5,4,18,7.9109,-0.24625,32.832
2012,5,5,0,5.7328,-1.1194,110.15
2012,5,5,6,4.9734,1.5363,-134.71
2012,5,5,12,3.0459,5.3837,-560.98
2012,5,5,18,3.4141,4.1176,-371.02
2012,5,6,0,7.396,7.2801,-1272.7
2012,5,6,6,2.4648,10.184,-1797.5
2012,5,6,12,-2.9141,14.237,-3485.2
2012,5,6,18,3.4205,17.428,-5214
2012,5,7,0,16.821,14.526,-5438.5
2012,5,7,6,5.9291,9.4133,-1764.1
2012,5,7,12,11.21,13.483,-3982.3
2012,5,7,18,10.237,14.852,-4513.1
2012,5,8,0,10.668,11.649,-3099.7
2012,5,8,6,6.2511,9.4583,-1806.4
2012,5,8,12,4.891,11.366,-2369.2
2012,5,8,18,10.08,16.093,-5147.7
2012,5,9,0,7.7774,15.731,-4650.1
2012,5,9,6,10.759,23.737,-10421
2012,5,9,12,9.8002,19.519,-7181.3
2012,5,9,18,7.1336,8.3993,-1559.2
2012,5,10,0,2.6745,5.7375,-611.81
2012,5,10,6,1.2774,6.8816,-811.37
2012,5,10,12,1.1264,5.704,-558.67
2012,5,10,18,-0.072205,-3.0165,153.33
2012,5,11,0,2.7162,-0.6817,32.158
2012,5,11,6,-0.19684,0.15677,-0.66455
2012,5,11,12,-4.2663,-4.5112,471.84
2012,5,11,18,-4.1607,-6.3918,821.18
2012,5,12,0,0.44709,-7.681,995.54
2012,5,12,6,-5.7831,-3.7765,439.4
2012,5,12,12,-8.1116,-6.4186,1118.4
2012,5,12,18,-2.0292,-9.4782,1547.6
2012,5,13,0,2.3639,-2.0095,105.02
2012,5,13,6,4.1668,-0.83279,59.61
2012,5,13,12,-1.2017,-1.4881,47.948
2012,5,13,18,1.4883,-4.54,365.4
2012,5,14,0,1.1487,-4.7232,386.75
2012,5,14,6,0.26447,-14.364,3476.2
2012,5,14,12,-5.0782,-24.786,10564
2012,5,14,18,-14.167,-17.282,6505.8
2012,5,15,0,-11.639,-20.8,8351.3
2012,5,15,6,-18.797,-12.083,4548.1
2012,5,15,12,-9.9224,-5.5181,1055.4
2012,5,15,18,-3.9335,-2.4995,196.23
2012,5,16,0,1.4054,-2.1838,95.53
2012,5,16,6,7.7759,3.5887,-517.72
2012,5,16,12,7.0764,5.0107,-731.89
2012,5,16,18,7.9484,4.3192,-658.18
2012,5,17,0,5.6958,1.7527,-175.95
2012,5,17,6,2.1556,-0.50142,18.693
2012,5,17,12,2.3076,0.049429,-1.9219
2012,5,17,18,1.1269,-4.8185,401.67
2012,5,18,0,1.8672,-1.4038,55.242
2012,5,18,6,0.20788,-4.4561,334.86
2012,5,18,12,0.11198,-4.3022,311.89
2012,5,18,18,3.8525,-0.19349,12.573
2012,5,19,0,6.2911,-3.1203,369.12
2012,5,19,6,6.8083,5.9802,-912.87
2012,5,19,12,-1.3436,1.825,-69.671
2012,5,19,18,-5.3067,-15.239,4142.6
2012,5,20,0,2.493,-17.078,4965.2
2012,5,20,6,3.6223,-7.3616,1017.4
2012,5,20,12,6.378,4.2205,-543.74
2012,5,20,18,7.6107,8.3895,-1600.8
2012,5,21,0,9.0308,4.8192,-830.99
2012,5,21,6,5.6599,2.366,-244.5
2012,5,21,12,3.9218,4.1958,-405.93
2012,5,21,18,3.9259,2.781,-225.38
2012,5,22,0,2.717,7.4669,-999.46
2012,5,22,6,3.9621,4.9718,-532.45
2012,5,22,12,1.9253,0.30736,-10.095
2012,5,22,18,-0.80762,6.0118,-614.29
2012,5,23,0,-1.8223,2.7919,-156.8
